company,mse,rmse,mape
AAL,1477242.748394711,1215.4187543372493,80.4056921541212
AAPL,79107142.44271407,8894.219608415011,25.138374699171234
AAP,56949.62251109848,238.6412003638485,175.29771374662425
AAT,184671898357900.6,13589403.900020802,20.648879748184626
ABBV,5686168.2941292925,2384.5687857827234,29.70989566905771
ABG,37142.868595334556,192.72485204387772,59.56149997591006
ABT,1177781.213578252,1085.2562893520828,32.95084742697736
ACCO,411276568052638.7,20279954.833594643,40.86123996302311
ACHC,295.044391276794,17.17685626873538,8.904337359807894
ACIW,5249637244472324.0,72454380.43674326,93.69167359739282
ACM,4368.912037052967,66.0977460814888,23.529876676808477
ADBE,68092.19542773573,260.9448129925861,9.841704043386954
ADC,3715.28599493075,60.953145898556784,52.95295053877832
ADI,233800.2052096921,483.52890834953405,40.242357028911194
ADM,277190.58941645257,526.4889262049608,40.549602350827215
ADP,138298.73341951438,371.88537672179905,24.632259412017447
ADSK,294069.3173989248,542.2815849712442,153.09404696989685
AGCO,65683.26252059113,256.2874607166553,60.04014165820133
AIR,178.03969292352258,13.343151536407078,36.085245627198724
AKAM,3411.047043603817,58.404169745008936,15.034916299035093
ALB,411293.77421670477,641.3218959436086,481.72470757848515
ALGT,2174.110356624067,46.6273563117626,37.918064025103945
ALK,82980.12285217998,288.0627064584723,343.5390495916614
ALV,13377.696434074736,115.66199217579964,44.77118544647459
AMAT,264534.6981395252,514.3293673702924,21.898171591311403
AMCX,8879.376357834215,94.23044284006212,81.61440975473853
AMC,9.452441384057606e+16,307448229.5290966,478.6997913116279
AMD,417985.0772287673,646.5176542282254,38.86729937731243
AMGN,205079.18303146842,452.85669149463655,11.69402478167879
AMH,4665.6948322435555,68.30589163639954,28.064366523556057
AMKR,11552.536480141636,107.48272642681538,19.483499284559024
AMT,588922.5966355819,767.4129244647772,31.882794491601025
AMZN,49841528.620856695,7059.853300236252,33.34836922604578
AN,61691.99860473046,248.378740243062,46.6305480821343
APD,82524.35872337803,287.2705322920853,26.091883357800462
APEI,53.37606496928117,7.305892482734821,83.86168581686414
APH,54736.99575229934,233.95938910909163,26.047124725340133
ARE,4138.974234390863,64.33486018008327,10.151980788990622
ARMK,5421066717824538.0,73627893.61257416,14.485579838050214
ARW,31839.184183264762,178.43537817166404,44.44461970198339
AR,185070.1928927593,430.19785319403826,337.4412326551865
ASGN,159.1142683243377,12.614050432923506,9.463212220021607
ASH,2462.8575268693485,49.62718536114403,225.2780434547509
ATGE,1189803466417003.8,34493527.891722,34.31369976546148
ATI,4677.831204896454,68.3946723429278,40.77310726351864
ATR,223.6713261411925,14.955645293373085,7.575280371709875
AVB,10510.446391317326,102.52046815791141,15.816913028633502
AVGO,2911586.4628765634,1706.3371480679202,29.490987250839922
AVNT,1761425606372972.0,41969341.266845874,27.17563662159403
AVT,31598.344741509743,177.75923250709016,57.52904521431361
AVY,1585.3430251461298,39.816366297618494,7.995472151800674
AXTA,2004.6210289990433,44.772994416266634,18.412353368619673
AZO,39134.87559347454,197.82536640551066,17.295082671474983
AZZ,2004.5777421030314,44.77251100958077,54.76314484338695
A,51752.81346291984,227.49244704587412,45.44789035771628
BAH,9922.835549811947,99.6134305694365,22.030604917235394
BAX,64029.17108625584,253.03986066676498,62.0480377239745
BBWI,4.6412293518025144e+16,215435126.00786608,45.64567756623873
BBY,337714.8308614663,581.1323694834648,84.7937907902481
BCC,87243.80778676865,295.3706278335215,104.96049326409853
BC,13010.670746020442,114.06432722819366,35.82605143453237
BDC,166.58281928506793,12.90669668370137,10.85518374657405
BDX,48696.42947195354,220.672674955359,15.050147199973615
BECN,26186.07597036203,161.82112337504654,76.84841267525121
BERY,56466.16704248188,237.6261076617674,46.5305120585499
BFAM,501.9834301425114,22.404986724890318,24.112495273619402
BGS,147.27433735494418,12.135663861319832,14.905612751251663
BIIB,964412.251836027,982.0449337153708,142.1167153245978
BIO,706613.5357131638,840.60307857702,37.97129641197416
BKNG,1.7830508747544084e+18,1335309280.5617762,68.3685368481662
BLDR,670335.0721585128,818.7399295005177,103.8235350040332
BLMN,3120.5581491638845,55.86195618812399,135.3753594280282
BMY,17996260.25921499,4242.199931546719,56.13012503163566
BR,23524.358297194576,153.3765245961538,30.869422709794332
BSX,94811.87339396005,307.9153672585375,27.233923210037254
BTU,63778.092476832746,252.54324872550592,113.99887137925869
BWA,15850.294287113347,125.89795187815149,16.31485142457575
BXC,9583.242207454854,97.8940356071546,84.0034594001249
BYD,23938.49232811059,154.72069133800622,48.95915314895841
BZH,1343924364610170.5,36659573.98293344,46.43857574969666
CABO,3274363215311885.5,57222051.82717486,23.61508954134012
CAG,12932.044277528737,113.71914648610733,17.41569954163922
CAH,1.584767154429413e+16,125887535.30153067,18.500680681254604
CAT,1691022.570474875,1300.3932368614023,28.24891263519726
CBT,3744.9574743460926,61.196057669968354,29.360997689427087
CCI,21287.512202115202,145.90240643017236,12.126741768692016
CCK,13209.833579281307,114.93404012424391,21.620281805658127
CCO,1562.6106236020087,39.52987001751977,28.569262430930138
CCS,2.2738852513268844e+16,150794073.20338836,87.44163692187541
CDE,545.5049050872227,23.35604643528572,49.840210356023015
CDNS,33084.21628837735,181.89067125165423,47.782381957949724
CDW,1.7346962573435488e+16,131707868.30495545,22.436788459140445
CENX,2113.985595051543,45.978099080448544,112.23978790748819
CHDN,21187.789468543266,145.5602606089425,49.96622761804625
CHH,3668.5137762505533,60.568257167022345,39.84045531122946
CHRW,9787.566029073152,98.93212839655858,35.39889327066634
CHTR,497157.47166959493,705.093945279347,11.952198755297779
